country,temperature,precipitation,gdp_per_capita,water_access,sanitation_access,political_stability,ccri_score,cassava_production,cassava_area,cassava_yield,cassava_volatility,maize_production,maize_area,maize_yield,maize_volatility,rice_production,rice_area,rice_yield,rice_volatility,sorghum_production,sorghum_area,sorghum_yield,sorghum_volatility,wheat_production,wheat_area,wheat_yield,wheat_volatility,yams_production,yams_area,yams_yield,yams_volatility,gdp_per_capita_lag1,water_access_lag1,sanitation_access_lag1,political_stability_lag1,temperature_lag1,precipitation_lag1,cassava_production_lag1,cassava_area_lag1,cassava_yield_lag1,cassava_volatility_lag1,maize_production_lag1,maize_area_lag1,maize_yield_lag1,maize_volatility_lag1,rice_production_lag1,rice_area_lag1,rice_yield_lag1,rice_volatility_lag1,sorghum_production_lag1,sorghum_area_lag1,sorghum_yield_lag1,sorghum_volatility_lag1,wheat_production_lag1,wheat_area_lag1,wheat_yield_lag1,wheat_volatility_lag1,yams_production_lag1,yams_area_lag1,yams_yield_lag1,yams_volatility_lag1,gdp_per_capita_lag2,water_access_lag2,sanitation_access_lag2,political_stability_lag2,temperature_lag2,precipitation_lag2,cassava_production_lag2,cassava_area_lag2,cassava_yield_lag2,cassava_volatility_lag2,maize_production_lag2,maize_area_lag2,maize_yield_lag2,maize_volatility_lag2,rice_production_lag2,rice_area_lag2,rice_yield_lag2,rice_volatility_lag2,sorghum_production_lag2,sorghum_area_lag2,sorghum_yield_lag2,sorghum_volatility_lag2,wheat_production_lag2,wheat_area_lag2,wheat_yield_lag2,wheat_volatility_lag2,yams_production_lag2,yams_area_lag2,yams_yield_lag2,yams_volatility_lag2
Eswatini,0.13400318119054627,0.005444850128220657,0.08778909614556822,2.2214724082036077,0.1259947454158428,0.26561478208721134,0.06958396308389536,0.024747115881373932,0.003339393534772145,0.01404261445310988,0.3427241253351673,0.008092894530390466,0.03845555692720783,0.010656319468776602,0.037376935492703205,0.1718790895736364,0.010487705912102727,0.12097743667848085,0.04796350462223614,0.008225213536783882,0.01470349386784678,0.06764017053826463,0.013014188913233578,0.07175965310183603,0.053750344712845906,0.08005958090131789,0.08503428370865142,0.008031511488598032,0.0031701033883989563,0.16425714511694636,0.00967301057788213,0.2410026094328547,0.2068211884043486,0.054767880126314436,0.06817596999011644,0.07028012811486442,0.004738751653107279,0.01821170753465879,0.01301446467567025,0.02684954364823069,0.24084557934690953,0.02970958734463901,0.03514100477402473,0.023794976643813328,0.05951566416162158,0.04039764995597317,0.0217050330755384,0.051140673489541835,0.027157270590874,0.009625134463362097,0.07371235399555424,0.027229231052005743,0.01657451557313937,0.30407489643248664,0.02920871662960214,0.058300633688131154,0.07754196280425951,0.01161003218801484,0.010810456735177715,0.05582646525473342,0.005878656149749781,3.2052200586641084,0.1752157072296645,0.10965585395097167,0.11612467508482986,0.14542659911951805,0.009412555269222887,0.04513662726176476,0.006219609853232092,0.01042230188667322,0.24049585155896658,0.015865574523943483,0.02891494877147909,0.011177694138860005,0.3524498589103688,0.07759418999972713,0.03464739671346726,0.08818531480997076,0.010376256893856241,0.008532318873018686,0.07900347629539117,0.010818091217623577,0.02842162248292478,0.77437705496043,0.013802247368742448,0.11130354782632461,0.06304752427455498,0.010721343406382573,0.005381369465249882,0.005464365517128337,0.017554271816679397
Ethiopia,0.10754432708325982,0.008987048673008275,0.06417768831929702,1.2917773971102477,0.14491320224187215,0.1774972498728128,0.04096423563929555,0.10408344634190228,0.008282301505266492,0.01882777425839085,0.2166769689731933,0.010186687603542815,0.022008852673766826,0.026421406939889088,0.0778911841607483,0.09078839066388612,0.01845612280320445,0.04669508297695567,0.018091069602777093,0.02851579192506607,0.014914718847359626,0.034214074832100705,0.06348459800873338,0.05028387004041158,0.05367168460957075,0.04563897263892053,0.162401914599997,0.03727054046490039,0.011072324319242653,0.04131407790451037,0.027728440175476855,0.4020121657081013,0.16129715868822525,0.16525207826471863,0.02289006177579543,0.06572779685426151,0.01904135413267444,0.07131005300186738,0.01661590692479995,0.030125009041662387,0.15339460195955226,0.011978011917892297,0.032284525844667664,0.04623684936860411,0.0964317875727468,0.02524187144977325,0.03167650401020068,0.04184781816255372,0.014399222878881384,0.014704165365677715,0.011864526125723227,0.02872688295498841,0.02223535158362604,0.15531914652746626,0.09261760404890328,0.1313933258930515,0.23092246682664064,0.05832781472416671,0.032015743935019464,0.02064661578263179,0.016744390208293696,5.344669597748266,0.17152957838400792,0.25716305197428474,0.1305895946881186,0.1283130193713822,0.04145842279369211,0.11231030005923538,0.01583922596237516,0.023001351480437318,0.013444355862068026,0.02014418673829367,0.07314261168556187,0.07154642772474405,0.481677540991943,0.07171167771390308,0.0773804842754108,0.09009422814134384,0.02252507648621705,0.027287575403264184,0.023248589291219354,0.03543764749880842,0.033898281339089044,0.28944077099731846,0.09129621920572775,0.2527699645698614,0.08894645357237681,0.018486182079175722,0.017614638497786744,0.012792583269331187,0.003920785589422637
Gabon,0.05114122984212612,0.04106144959558871,0.10487441311524455,4.85337339119977,0.18854927853313974,0.4585632230544482,0.06708332344850816,0.02156752020672021,0.010140949495662821,0.007067243578722199,0.20326487848711372,0.003922338103862345,0.10359262747275921,0.011986884939576175,0.08783428916786566,0.13432229874366264,0.006490918992108119,0.2670474989400967,0.029203914379205016,0.01784332010551327,0.05433611359309979,0.05153076299584569,0.022278739228527408,0.001716970345961427,0.024736831286926265,0.07736285082432007,0.06645687505072842,0.008099981178596295,0.004800159504305852,0.10579033921812767,0.010836483828331139,0.4365086277930311,0.38775084986374475,0.084829633439692,0.06476539129736729,0.02043863085429356,0.007154782424525155,0.007976836109939864,0.014985894441970139,0.018988152075367016,0.12662301508241422,0.005537425764592849,0.09144838732093089,0.02454311123194047,0.05411545175718646,0.03829885130997918,0.023552558328248006,0.1515862278702925,0.013947182263636185,0.03782788555146153,0.08604048938101035,0.048549412388689685,0.005241262257259938,0.011423365057449713,0.018123694232303224,0.0729049269636487,0.10268184915894596,0.016456326572176792,0.021016960003053854,0.06304933056516034,0.02183340072495848,4.894778169297942,0.3872659410849039,0.12167438413416136,0.2002540510206918,0.0727736230347199,0.006822002742343599,0.020227395002910008,0.004507302591919044,0.0045894578783163996,0.43719216219536156,0.010285446779968345,0.06608100424363776,0.03593006639968784,0.18340394172551075,0.052857367203673775,0.04507273558410449,0.11198043903305832,0.015814899989496284,0.035915406797375385,0.1421789161895053,0.03233701912186442,0.020644221611907806,0.0829665810543104,0.01312122930172642,0.10941483963799706,0.06926702096962864,0.0122003556721773,0.037242096081964784,0.01287042419421424,0.0072082712652363976
Gambia,0.11208471936642934,0.008351695347220967,0.02910235897553104,3.80186005823003,0.25728184545113797,0.18368858211941771,0.05021067494803115,0.22739825267516084,0.012706295734524855,0.014760377586813759,0.09545795694620553,0.006065117891259733,0.08747716296580726,0.03652049882882021,0.044541250020371057,0.12256557387702742,0.01948781532639688,0.1966962922993694,0.0069582178299011,0.02135579729249033,0.02495321303574735,0.04511642379148883,0.02229325379405208,0.0023054815550171332,0.0265492813390875,0.06847075653691372,0.058705862611510874,0.007549315710177989,0.004508085515103778,0.07647869310618483,0.010695928189213845,0.2878854246517805,0.2846013072635869,0.0942436107296648,0.04408609979766989,0.04898603331538967,0.006355453556846128,0.09541260721848224,0.008120180557613002,0.01573143970982844,0.05463124486917959,0.02069786214838986,0.07141785938105064,0.04672579420063395,0.04097262305266632,0.012985812666295359,0.026790427880492972,0.1367739549901837,0.010774344576100915,0.03088048978135797,0.02160172335177642,0.0505963188510268,0.004735285316535003,0.016326850273193874,0.02092720501829851,0.06245691324410239,0.08948256978957758,0.016114740850480567,0.015193498742931697,0.02964345064762806,0.0035767976566068063,3.7472248085805866,0.2745856089261636,0.11145386464983732,0.12025821608473021,0.13035756894697778,0.004991273250770388,0.16561725146554823,0.04946077302367811,0.021391062406067706,0.515294074206617,0.004809302594121663,0.050346315697259024,0.03959624022417347,0.16026873406944359,0.021504501072112416,0.017807521868911047,0.09969744257706858,0.00807433321076831,0.03473543457970239,0.060314869444343576,0.031150359987148428,0.004825534356644172,0.0741982712660774,0.017395308827367766,0.09910485571606417,0.07736465771490013,0.009811397918945785,0.0034696714886030718,0.011223275698472077,0.009994749280131625
Ghana,0.06962987303278367,0.005993215337413163,0.10928232099644547,4.861750840881713,0.23907771840822759,0.26775870900490567,0.014916421976997206,0.07054528144852423,0.002044717233975823,0.0435301595806364,0.09251172372846166,0.01755778279938477,0.09534735122439879,0.011061539547808098,0.027433675894312063,0.1291977784657825,0.005750258265536678,0.27711460455083325,0.015960260779120484,0.03205843190218682,0.08750141168816232,0.026782834437091466,0.044833706614948454,0.0016910726014971844,0.024848801091519556,0.06738541418487368,0.051393754510568664,0.022853067676540887,0.018346694959312376,0.1035060950495839,0.012607909493627615,0.35871562339771723,0.2827315551123246,0.09250261057878899,0.04086161327306214,0.04572320990346202,0.008729347321137577,0.04242920555068754,0.0056656371634303685,0.00992637504922519,0.06166012358664746,0.024840370965218336,0.07196914455865347,0.017926873205104537,0.0160303727437873,0.04126250870699961,0.0025626843390260394,0.1307420817430805,0.015296063040432734,0.07449192458081318,0.15225982773553032,0.02677654389952124,0.022524200913631772,0.008428157905864547,0.025405406921454984,0.06093717944644622,0.09495693904648787,0.03247062948097148,0.015376914643741468,0.0377501129090372,0.005754978851285802,4.127100283522646,0.3078935746512251,0.10092507436633076,0.14483390439947486,0.09834610359948241,0.004965908899908938,0.018688355355674206,0.012017775851500581,0.026308499449452533,0.1874933435542834,0.011038152883109295,0.0761239060812352,0.018383220179859813,0.11991114318490168,0.011939953877635178,0.004605158995497657,0.12761110829242034,0.0158598614563102,0.021347254663822236,0.24281794802273432,0.023931786319641667,0.007386343507504009,0.06902830554849669,0.017316239918834807,0.10464750224411364,0.07975975232075429,0.019071052806518194,0.03170002479783239,0.015733238782453092,0.0063824255808934156
Guinea,0.026251829076838564,0.008943625896348251,0.04152668454629042,1.827173286415459,0.07587043226857122,0.3918820052172953,0.11581847995677723,0.06613804599902637,0.006304636548691279,0.051029691793863734,0.09751552308624703,0.0138084633488312,0.033036224640134705,0.03109065290150529,0.03487173358724397,0.07541443264367256,0.03118289937467512,0.06950222605587265,0.10148865752135144,0.024704712754689103,0.010881662305164547,0.05022013667156218,0.026105202881247576,0.008591772250870362,0.019570339952635935,0.13932652821113525,0.09205704534970245,0.007379732655456067,0.014681074041068796,0.1782705124013903,0.01013268124994772,0.20666089143446564,0.14222199013920617,0.019930852852879544,0.04353900910413288,0.011590066031838223,0.011333979432830715,0.03221158648768138,0.01261293806287226,0.046008644444355096,0.06865986486700006,0.06035982130951944,0.011347858661580626,0.031127090563235885,0.03860125340008403,0.024127679229127286,0.015308216997652412,0.04603622581240779,0.06174531077381793,0.011077635460891147,0.03582894243375868,0.02662284088808021,0.013021834153698947,0.0637156905737719,0.017845166763495273,0.08319395264976497,0.12860668358388447,0.015088853965913725,0.010327395994690167,0.09219012430679115,0.008276334532557562,2.899777728420969,0.09503029774276317,0.0435097891366567,0.27040954658843114,0.015278131121886704,0.009422395697963703,0.06466516173393565,0.020599022468243598,0.04316361294985331,0.09143527346441412,0.02130735259406642,0.02929216584976299,0.026840511889595225,0.3371668499334685,0.016400730672418512,0.03345078173753389,0.06734284984985335,0.0858595190919577,0.017777179735015646,0.06348748290271321,0.01783502555275041,0.008890773895810961,0.07747702859975861,0.014534357884416158,0.1607428757498383,0.10890308934603404,0.01586038774687422,0.021584885492982,0.03334428100256136,0.011286920265906773
Guinea-Bissau,0.11165530734187729,0.008652885925095825,0.024529983127821998,1.2479116987183274,0.09247550580999474,0.07409580383175962,0.06928567385377671,0.31366058693936116,0.04037163765965486,0.011265572177579081,0.37160761644135454,0.04114118837822657,0.0804218387224339,0.006301671796642744,0.14493012702825797,0.04785997252797651,0.015220867642821195,0.05717971746807829,0.04058271416794237,0.043768052402789415,0.001548950051005674,0.031557505510825236,0.010155657143579156,0.015831116815869406,0.039464489249857036,0.1804780073422459,0.12506573880638394,0.009722158208096486,0.0022618022148892182,0.20115469185912524,0.006628631573830634,0.1904210508411695,0.03556519271437657,0.053688103718693335,0.02948010604331537,0.02884704690733983,0.0164795482346951,0.11823695052835059,0.0038356306772451276,0.014928650954021431,0.21407367038700506,0.09618647112311693,0.06841431778740813,0.020453256780828474,0.14486931980495651,0.025972324452502794,0.011370864291489582,0.034048606097504104,0.03149389454959818,0.019075035804422897,0.03239353848878608,0.011189738485192571,0.006936089816036464,0.08284926274041195,0.022441213061234394,0.10957300867525314,0.14863106960326947,0.012475525032569794,0.01216335290509746,0.09931313854045506,0.0018643717416063548,2.8273989400852346,0.050280988533997,0.09898608506948163,0.05970866231507008,0.11046024095294135,0.003782222264903064,0.19022532651710464,0.03044621419035581,0.008505550678480477,0.1317769348778366,0.017150422292185153,0.047047560053597615,0.010077818769839375,0.4642931736995747,0.029773678960089884,0.0037905469760086846,0.04612686926709871,0.025846513772913044,0.010941164062988859,0.0760345890537016,0.016132762495102714,0.006962633926424565,0.0733007042530387,0.01034354731170479,0.16362401667817236,0.1220474730030758,0.009166576792962403,0.00198619613299293,0.00873489348819015,0.01582720953345679
Kenya,0.037174363103736986,0.02220731107114001,0.0940486155152184,1.5308791392044436,0.0356049767013916,0.21740808867308403,0.17777597317820582,0.10939245025149265,0.03406198565083908,0.0391154044048911,0.25242765976795184,0.027594969006170072,0.09578127978857837,0.009831443780419443,0.04847489776766527,0.036467915478952,0.00933708911013329,0.2609955459921014,0.02627498542543131,0.039225830298699006,0.018847589506679464,0.05763956530691276,0.059327705849793834,0.03479133034912491,0.04394548762829956,0.072992792045874,0.10546759647697723,0.05408936781939076,0.033220905333890084,0.0674978757455162,0.018355259602672595,0.3170918717889491,0.06944899695945517,0.05298167083556272,0.027780189436147767,0.006917951974373206,0.028941539609596844,0.03540571046279301,0.009188923265331658,0.031127197139412536,0.18170303506945965,0.00985509975688044,0.03983195545912914,0.019185922946676592,0.05718252862972131,0.017860803533430617,0.023434294258137037,0.06694161230023311,0.037946771733455925,0.025297297031485512,0.11758403400319493,0.0522256997441103,0.04361913611930287,0.06089352383267959,0.04785285663129053,0.042326918071588955,0.10930953087287465,0.06844829410537953,0.09579694508374408,0.04532897297431275,0.014372296581870989,3.508660878112745,0.06933877526700899,0.06875201424402667,0.1700279364277027,0.029731535047545672,0.07843625567723751,0.03025721932769344,0.0734939403679946,0.03264449101764002,0.05922392487877252,0.053600467774123764,0.12833978531947096,0.02814354524612785,0.3859349292506888,0.05485937197033724,0.027102878846593903,0.2513311365048172,0.025257997122671322,0.03239791759009212,0.1729631115286885,0.02316738345341502,0.023551547467538483,0.07813401068583217,0.06593817355426065,0.12399548118856207,0.13587818763234474,0.04035277843640917,0.0450306354203573,0.02477781086600826,0.017033055753897738
Madagascar,0.23184720322685115,0.012958199619282306,0.07775833342567746,1.167328985529583,0.14324469419700853,0.047191131242052785,0.025447052085842713,0.18821666154586572,0.005684590705851679,0.028052963343813565,0.14145167798907074,0.005088364755174085,0.022378319580958088,0.04401023795309723,0.013399171381552251,0.013592064527471586,0.0146840582979994,0.04764810093204276,0.05046157596178273,0.029018340839416245,0.04059070038190731,0.030155183782672602,0.01100049616436233,0.07212879499426243,0.08048949683561321,0.07255186515401758,0.08450026895137679,0.04607763483444022,0.004463380296291092,0.042566850597942615,0.012813103166098284,0.5888110503151482,0.09916303957324839,0.13775198960332846,0.03931689321440812,0.09514654472085793,0.0031495967291615746,0.11894891949006059,0.008971652670213746,0.02172530952076396,0.09196723803504665,0.03191957936765129,0.018703611636080725,0.05447993281739934,0.0302353250804078,0.026021947492724015,0.008424178373834862,0.02261921016187226,0.022367022640661354,0.08493113374106946,0.08604375544231009,0.020114522416754373,0.02590567880645268,0.2078743594279065,0.1427467197271064,0.15529363730693765,0.09450524147213098,0.056328844911984276,0.04049390027505627,0.02302061028662007,0.0036971883005567745,8.161035405865437,0.09388916870025872,0.38851259634436525,0.09610832806648731,0.19934892721695896,0.005167975880091294,0.14001560195421323,0.007493046681226715,0.02385010825373366,0.02781516999093911,0.014325201707842095,0.028194512163602255,0.06765855122670997,0.12787102302915904,0.013147233898095483,0.043293273446917226,0.025884931803672528,0.02919598183117431,0.07790446421730715,0.1126995946300819,0.04717156007686554,0.07174016993970891,0.7265464318397619,0.09843516375027467,0.19600478711621627,0.11572206155899717,0.022641080282700225,0.01386954250055394,0.0024815547426658415,0.0026204074039866136
Malawi,0.21833992060891363,0.007451984326149247,0.038554325895891826,1.1564963813106193,0.05136744940014029,0.08221958099440511,0.0062159750782698085,0.1820603730976714,0.011674212209071966,0.01587596096355536,0.0904002667406512,0.007579981024491314,0.03005746903314881,0.05772786290525021,0.025896505101582208,0.03050239405897963,0.03470130272288984,0.059350549673055294,0.015063849895456406,0.013168762072263496,0.03424179173922786,0.06189805986168334,0.016060903572347667,0.16082243752800585,0.04525192552180128,0.04988524481139712,0.08008914473090323,0.0609679824606733,0.006885419007471777,0.04735591751556345,0.006098077658843262,0.6487840089295632,0.07899698011405647,0.09589231456874286,0.037886176625455355,0.09640545611959646,0.007105327874584448,0.1043764622803645,0.010699699754121854,0.016920799428622405,0.06881047358138559,0.0345101062844177,0.02147135410134088,0.060502890832085536,0.06335580189917012,0.02876980970354324,0.027805494316052334,0.04207686364043381,0.0177778475223138,0.016185973520140385,0.03455355044427464,0.01867784232911037,0.024463835423338035,0.4669226952815986,0.07859200058926961,0.2771216796250399,0.06746532619413274,0.05565500288335727,0.051458430194479016,0.02557619314180934,0.0019404751033787865,8.30689090305861,0.07189356618463072,0.29719678059681914,0.08062124192588759,0.1790811818038034,0.008734957788132087,0.12573099711927616,0.011909284371678009,0.020418013649422747,0.039602373717412744,0.014919034507527884,0.015452212967187871,0.08528186328152806,0.25299754361246357,0.022486887327311342,0.08938385793042912,0.03281370712056709,0.01313848216531455,0.02173303806393738,0.010857830110959046,0.028870011128358658,0.05812226417968789,1.2639047380644934,0.038310189531221554,0.4242459933051582,0.05019394556946618,0.02842204278085665,0.017700991383164045,0.008695676808794418,0.00686702713452418
Mali,0.17065646868571918,0.017656902416959483,0.03505897242560387,2.9274037630979293,0.125333228408354,0.7223119413765916,0.026889343712246338,0.1625918205417516,0.033027977503501886,0.04080393754457499,0.1276252846290357,0.014882691727092308,0.05761009270750014,0.016192024254880987,0.04758880746261134,0.0858198264970274,0.022257284036436117,0.1508461152115502,0.04148261164616522,0.034604850913052244,0.11374220232799101,0.040944907882740945,0.07669682121608375,0.009313686249358723,0.015347237625681572,0.14622564063046603,0.06261098271014559,0.00740559240344321,0.015782439859833554,0.17333062391634793,0.009607049332778016,0.22574996491112795,0.23642047186688628,0.03626706733562164,0.14541976392520461,0.10878686225722867,0.02793404395079895,0.07975786356761352,0.005127982659768222,0.06435729972767738,0.06346062652135119,0.03339932971760721,0.046301454544439104,0.035155350648582426,0.031872641961023185,0.028487140892560693,0.009473877420647665,0.048987902697286256,0.049758512316888916,0.07471249012532276,0.14178179756417303,0.02229769183289551,0.016286478164424457,0.015828255812871037,0.019688601457068685,0.05501807399815324,0.11396674944840517,0.020950838224534692,0.012897347797130676,0.06481992965954012,0.009283971622075076,3.103222863192425,0.23950948239662698,0.036448588063252095,0.24256224984368283,0.17511967006347198,0.04348200781546458,0.1560418334903717,0.07578620025834003,0.07088209681486518,0.11877298742521555,0.01415657794006833,0.05005723200588996,0.012934621084020794,0.20084838333146224,0.01771110179504481,0.009061796514503272,0.1029183794871243,0.053754799833360976,0.06513393427196056,0.28891796780238505,0.013961815306560573,0.008378817357593455,0.08325160858647078,0.014720418818236913,0.10370413257868454,0.08444533832413056,0.007955247923860119,0.007717290988512115,0.10676098256193522,0.014519321930332247
Mauritania,0.13842615265222896,0.012611148650618001,0.07383104161934324,1.94049050604293,0.07591172089598323,0.13090465798169398,0.044645831875602865,0.019927301323746247,0.0027820088542314632,0.017555416559363685,0.37003235180751176,0.05796572363723319,0.045342123200245464,0.014780453072212815,0.15849719849414523,0.07118339374849035,0.01378542866400074,0.20746277683991013,0.030172625022599053,0.03055185557594283,0.024739355057289275,0.03462127778128219,0.03660919695597459,0.01001712018619263,0.02242725468000407,0.10558432535254371,0.04446587557473627,0.034566728365337585,0.02019536415288406,0.2385799795800361,0.009162852058224973,0.3718989265334233,0.1708901162461892,0.053780749249569354,0.027056427454388732,0.08805002066288768,0.020340488528891188,0.00993804170999694,0.011497962477223015,0.020185815039017486,0.22475892157437843,0.041135626619257494,0.04808737265845528,0.030252804863291995,0.07378227268096632,0.03158073010440089,0.025308875540314368,0.03721391251589377,0.021075741893496435,0.02015523744077738,0.050007265144906804,0.029121188948467314,0.028703366825422662,0.056851238751812645,0.03206585660393494,0.07191361908562936,0.019356928378011687,0.10372232698118575,0.10051251170343534,0.08708685586795617,0.0026771962763131713,4.374768421717198,0.13910847344431632,0.08807434377003967,0.10685379320883365,0.16025185140117895,0.019582178369772912,0.03048805517011308,0.010645682105127697,0.01125290806936868,0.22588594778455762,0.017196126980478076,0.04380760786398698,0.008874755986210684,0.35077129023346904,0.028193304917029177,0.020255636731458488,0.15433294210943965,0.028846225253120236,0.031008813561698097,0.11208260736486024,0.01345513605589986,0.011819196066021087,0.23738344152233912,0.016161065932046328,0.13484516063890625,0.029597492239027814,0.0522206825565927,0.043634711747693046,0.03895914238556441,0.0070355986686438
Mozambique,0.2056816946604027,0.009320912047022177,0.04061264704051207,1.0412001147895213,0.017795144435124585,0.09241332461065077,0.02947016785956164,0.1685784383045733,0.016256124477845534,0.015510425791228103,0.1323447278073957,0.007895460243858605,0.021305857799857744,0.01573750199752246,0.027956323823208458,0.06248391843264065,0.012116380253374219,0.035650339297236815,0.00907504778386955,0.018576917068588633,0.015411927279537833,0.043106202369612205,0.03328394214214975,0.02001473796227939,0.07761677773082287,0.015294980437751647,0.04336225233165972,0.03303519432964479,0.004937827343507968,0.04750443230331582,0.008698063368524005,0.5789024550082777,0.09533136777176376,0.077237422872608,0.024547620759424585,0.080506376813352,0.007349081806219972,0.11511045875246054,0.014173208845478555,0.027023950793981046,0.10866948317334267,0.01295210917708029,0.031013092529615406,0.010456226943688302,0.02779957689282792,0.0315169925396487,0.00287417724784785,0.011896750021484498,0.00817728407426344,0.021581697868575618,0.023368098554664936,0.02469072714284222,0.023238113013238543,0.059816564808207455,0.11986552885007319,0.17078511416568973,0.07476320991094214,0.060177516172281335,0.05616098572692662,0.020407083568736255,0.006181813939722608,7.069390575852577,0.0923650257615176,0.20011145921176338,0.07506561526545306,0.24035199495368068,0.010516548758980502,0.12454894086413637,0.010410182417312348,0.025252829334319268,0.02337250115593198,0.015278966638609363,0.03485339423790792,0.012477424687040776,0.12857791523617168,0.021392613383600673,0.009043241811736736,0.035770618644977034,0.012968596982535122,0.02834066559199416,0.0367227508938401,0.05881421708331284,0.01217169897597218,0.33469871247264804,0.09956455400056832,0.2407549432737063,0.12272988160762938,0.02377630712288142,0.021441111124965263,0.002993480581220606,0.0027040655930790527
Niger,0.21634573479355568,0.0040102397748400884,0.03778926714304587,1.0001463988877928,0.0866151075721971,0.10228142527859495,0.029845898330491585,0.17491762795030283,0.011873966627610252,0.028866427695295262,0.09504222838271514,0.011236316951492476,0.027068597928540883,0.019683623830547146,0.04688247362221133,0.06817251273515092,0.028629793527197106,0.04189860884708422,0.012038142964473947,0.011716960858828208,0.005051300048538633,0.0579802694558922,0.04440614153722726,0.0643099938593032,0.12462581674864524,0.02775279426349552,0.052178543194864285,0.026805199057776802,0.004582978874465092,0.06560027180599896,0.013465620404737278,0.64547424492225,0.10011057038089939,0.09076781723371581,0.017943456320999203,0.07218657602068772,0.011524344462509922,0.11181316888485392,0.016617621926267905,0.014115367626186434,0.06019165381844347,0.016346281844028834,0.03757591876151524,0.026532957641766868,0.03627551096794941,0.02219014130155246,0.008156393940639092,0.014156081173234948,0.005865522481343225,0.005145766263437091,0.005951464956046116,0.027590780087018898,0.010783731252303183,0.16295654090224485,0.20148280710144584,0.18102579005352162,0.07827804288175419,0.053682853881073654,0.05000629375893987,0.02711046138942302,0.0032002540431932632,8.606060949761073,0.10340305553822289,0.18765372928634863,0.037003625717996806,0.21127392905440415,0.030645448899305105,0.15626473292237666,0.023553452009826545,0.027431164428836464,0.05427783709667269,0.006959910380545015,0.059793877755520454,0.025404435776889576,0.11851219429242432,0.033571930776791985,0.015494746759811507,0.0547156065589353,0.006905251803224057,0.009462672707014645,0.004567544611143723,0.04747056550066736,0.018390274891097555,0.5687645851521371,0.1581781814474895,0.2085958224422368,0.14613605263221155,0.022047833747985645,0.012776964133707089,0.0032368178707908027,0.0026823682018718557
Nigeria,0.04810596277250586,0.013928716021798147,0.05670362000908498,2.278787488692804,0.0784787006896615,0.8241236129625793,0.16424600733530453,0.11179354570027833,0.030280950240071047,0.04470580168287849,0.23871840215360324,0.016199549042287906,0.05220123611865939,0.009783424610878578,0.07859990627915404,0.04254649454687933,0.0050016929978280115,0.11126659638378707,0.04626000963507937,0.061941976598150796,0.11047636069704889,0.04030242629473094,0.1339374625606764,0.027901034461212955,0.007442744465707901,0.044530205151448086,0.14182817503178596,0.014506850783007265,0.015110026249161617,0.047506694951943124,0.02088288735508806,0.2347778403540218,0.1560043236072693,0.04564651475166882,0.1641006665453582,0.03162538729319914,0.030860397410127537,0.04505006720648808,0.026008169168744516,0.04823667008282112,0.13597658721072567,0.025761729206412287,0.10812628694477588,0.021520195509665628,0.08642077328896226,0.014069076748419835,0.010802873615815787,0.0629677970743542,0.033391442999645575,0.08737183651417117,0.13812125881835255,0.04093795018721075,0.07843816302177295,0.09999297297751403,0.031111674366322385,0.035734587877667146,0.21319027794951015,0.018777423682161416,0.011896791358334716,0.02888709247885042,0.00557265123718326,2.60803159402208,0.15194845697785608,0.05652751684728467,0.44656420183923157,0.04334649812838019,0.045849543503129565,0.04974762174729954,0.08247466898593067,0.05361064679118298,0.07041444776632735,0.03206585087741022,0.08567215279336575,0.011175844302913466,0.5563259231462163,0.02610484048400249,0.0061560196943144276,0.10951222287487027,0.03285098146214509,0.08368363366679377,0.34021696527789785,0.013514740608484377,0.03511150511883495,0.12454706872168336,0.010867386134656496,0.0960951655168195,0.1496043527446131,0.014897035718470713,0.01853818354109159,0.060631418201103966,0.00782595483919545
