country,feature,importance
Burundi,cassava_production_lag1,0.007163477997369616
Burundi,cassava_area_lag1,0.018212221468756815
Burundi,cassava_yield_lag1,0.0005743483793524795
Burundi,cassava_volatility_lag1,0.0017047235325474734
Burundi,maize_production_lag1,0.027736672634318848
Burundi,maize_area_lag1,0.0004154833810798495
Burundi,maize_yield_lag1,0.006560395935325905
Burundi,maize_volatility_lag1,0.004886357287238196
Burundi,rice_production_lag1,0.002745551430545709
Burundi,rice_area_lag1,0.014229929158799866
Burundi,rice_yield_lag1,0.009784163273049856
Burundi,rice_volatility_lag1,0.03491333315772736
Burundi,sorghum_production_lag1,0.009511088933291213
Burundi,sorghum_area_lag1,0.0049572065703531775
Burundi,sorghum_yield_lag1,0.02526573185315204
Burundi,sorghum_volatility_lag1,0.0025452570478100107
Burundi,wheat_production_lag1,0.0005515527687417353
Burundi,wheat_area_lag1,0.00020646823844513434
Burundi,wheat_yield_lag1,0.00918464994259976
Burundi,wheat_volatility_lag1,0.023322122710486618
Burundi,yams_production_lag1,0.00740242187486328
Burundi,yams_area_lag1,0.04519156219006804
Burundi,yams_yield_lag1,0.030660631368866362
Burundi,yams_volatility_lag1,0.011678165545360449
Burundi,gdp_per_capita_lag2,0.000828024870070788
Burundi,water_access_lag2,0.010222160587779144
Burundi,sanitation_access_lag2,4.119864717624035e-05
Burundi,political_stability_lag2,0.0002956089178209369
Burundi,temperature_lag2,0.0016234513376568807
Burundi,precipitation_lag2,0.004641658112223549
Burundi,cassava_production_lag2,0.002531740096456845
Burundi,cassava_area_lag2,0.038287453776949636
Burundi,cassava_yield_lag2,0.0011303210207310622
Burundi,cassava_volatility_lag2,0.0022786868584238353
Burundi,maize_production_lag2,0.010212002654612301
Burundi,maize_area_lag2,0.0008327260070346797
Burundi,maize_yield_lag2,0.002055507016502883
Burundi,maize_volatility_lag2,0.0010953156305594893
Burundi,rice_production_lag2,0.0011134573404364219
Burundi,rice_area_lag2,0.02517725009901675
Burundi,rice_yield_lag2,0.016197712651247816
Burundi,rice_volatility_lag2,0.009054371144574554
Burundi,sorghum_production_lag2,0.006133612881699891
Burundi,sorghum_area_lag2,0.0041629446435433575
Burundi,sorghum_yield_lag2,0.005693105448585701
Burundi,sorghum_volatility_lag2,0.0017881905369970677
Burundi,wheat_production_lag2,0.0019749520371984664
Burundi,wheat_area_lag2,0.00024053335582908372
Burundi,wheat_yield_lag2,0.0017444835526319443
Burundi,wheat_volatility_lag2,0.0029681206525158112
Burundi,yams_production_lag2,0.009660052550940297
Burundi,yams_area_lag2,0.0406197371037805
Burundi,yams_yield_lag2,0.03583169976205313
Burundi,yams_volatility_lag2,0.005641224203046052
Cameroon,temperature,0.0010485144460575231
Cameroon,precipitation,0.0002610838481668635
Cameroon,gdp_per_capita,0.03753192069925976
Cameroon,water_access,0.006459443449865504
Cameroon,sanitation_access,0.010651033376319665
Cameroon,political_stability,0.029195651055274087
Cameroon,ccri_score,0.0
Cameroon,cassava_production,0.015207337201225302
Cameroon,cassava_area,0.023796124383360304
Cameroon,cassava_yield,0.0004247097853103828
Cameroon,cassava_volatility,0.0012745198655125182
Cameroon,maize_production,0.006517764542517026
Cameroon,maize_area,0.0011168056765744514
Cameroon,maize_yield,0.008318534849500469
Cameroon,maize_volatility,0.00040918063453787475
Cameroon,rice_production,0.023899059388327884
Cameroon,rice_area,0.005018656060626297
Cameroon,rice_yield,0.0033300518549106246
Cameroon,rice_volatility,0.0012657186206712235
Cameroon,sorghum_production,0.01291220594295393
Cameroon,sorghum_area,0.006494264991608691
Cameroon,sorghum_yield,0.0016803899966867167
Cameroon,sorghum_volatility,0.0007028289160048364
